timestamp_ns,time_ms,voltage_left,current_left_a,voltage_right,current_right_a,motor_current_left,motor_current_right,euler_x,euler_y,euler_z,acc_lin_x,acc_lin_y,acc_lin_z,sonar_mm,tof_mm,rpm_left,rpm_right,rotations_left,rotations_right
1764886279536895307,1768,9.452,5.0,11.192,0.9,0.1,-0.12,-0.06,7.88,12.56,-0.01,0.04,-0.26,12043.93,187.0,0.0,0.0,0.0,
1764886279647490010,1886,10.512,4.0,11.212,-0.2,0.02,-0.12,-0.06,7.88,12.56,0.0,0.0,-0.05,12045.99,187.0,0.0,0.0,0.0,
1764886279766265417,1998,9.656,3.9,10.832,1.1,0.0,-0.06,-0.06,7.88,12.56,-0.01,0.01,-0.03,12045.82,187.0,0.0,0.0,0.0,
1764886279911979695,2117,11.22,4.0,10.076,0.8,0.02,-0.08,-0.06,7.88,12.56,-0.01,0.0,-0.02,12044.96,186.0,0.0,0.0,0.0,
1764886280007959528,2236,10.084,3.9,9.924,1.0,0.1,0.04,-0.06,7.88,12.56,0.0,0.0,-0.05,12044.62,186.0,0.0,0.0,0.0,
1764886280122613436,2359,11.164,4.9,11.212,0.1,0.06,-0.04,-0.06,7.88,12.56,-0.01,0.0,-0.02,12044.79,186.0,0.0,0.0,0.0,
1764886280241388954,2471,9.528,4.8,11.216,-0.2,0.16,-0.06,-0.06,7.88,12.56,-0.01,0.0,0.0,12045.47,186.0,0.0,0.0,0.0,
1764886280360175121,2590,9.464,4.6,10.644,0.2,0.02,0.02,-0.06,7.88,12.56,-0.01,-0.01,-0.01,12044.44,187.0,0.0,0.0,0.0,
1764886280483045584,2710,9.652,4.1,11.212,0.3,-0.04,-0.04,-0.06,7.88,12.56,0.0,0.0,-0.01,12045.99,186.0,0.0,0.0,0.0,
1764886280603670954,2833,9.716,4.0,9.924,0.1,0.06,-0.14,-0.06,7.88,12.56,0.0,0.0,-0.04,12047.7,186.0,0.0,0.0,0.0,
1764886280712388806,2947,11.212,4.3,10.052,0.1,0.02,-0.06,-0.06,7.88,12.56,0.0,0.0,-0.05,12048.22,186.0,0.0,0.0,0.0,
